
============================================================
p-Laplacian Aronsson Example
============================================================

Generated full domain data:
  Boundary points: 40,000
  Interior points: 1,000,000
  Test points: 10,000
Re-sampling enabled: ~1,000,000 interior points per epoch

Splitting data: 80% train, 20% validation
  BC: 32,000 train, 8,000 val
  Interior: 800,000 train, 200,000 val

Model: PLaplacianPINN on Square [-1,1]²
  Hidden layers: [128, 128, 128, 128], activation: tanh
  η=1e-05, clip_residual=100.0, clip_grad_norm=1.0
  Outlier removal: top 2.0%
  Parameters: 50,049

Training configuration:
  Boundary points (train): 32,000 -> 80 batches of 400
  Interior points (train): 1,000,000 -> 1000 batches of 1000
  Interior sampling: RE-SAMPLE each epoch
  Boundary points (val): 8,000
  Validation loss: BC only
  Steps per epoch: 1,000
  Total steps: 100,000
  Epochs: 100
  Loss balancing: AlphaPlateauScheduler
  LR scheduler: cosine (LR: 1.0e-03 -> 1.0e-05)

/usr/local/lib/python3.12/dist-packages/torch/autograd/graph.py:824: UserWarning: Attempting to run cuBLAS, but there was no current CUDA context! Attempting to set the primary context... (Triggered internally at /opt/pytorch/pytorch/aten/src/ATen/cuda/CublasHandlePool.cpp:181.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch   1/100 | Steps:   1000 | α=1e-05 | Loss: 9.4500e-02 | BC: 4.1064e-02 | PDE: 5.3436e+03 | Val: 5.9413e-03 | Test: 9.4673e-02 | LR=1.0e-03 *
Epoch   2/100 | Steps:   2000 | α=1e-05 | Loss: 4.6699e-02 | BC: 9.9287e-03 | PDE: 3.6770e+03 | Val: 6.9741e-03 | Test: 2.0657e-01 | LR=1.0e-03
Epoch   3/100 | Steps:   3000 | α=1e-05 | Loss: 3.0891e-02 | BC: 6.5379e-03 | PDE: 2.4353e+03 | Val: 3.8836e-03 | Test: 2.0294e-01 | LR=1.0e-03 *
Epoch   4/100 | Steps:   4000 | α=1e-05 | Loss: 2.5043e-02 | BC: 5.4997e-03 | PDE: 1.9544e+03 | Val: 7.0076e-03 | Test: 2.0045e-01 | LR=1.0e-03
Epoch   5/100 | Steps:   5000 | α=1e-05 | Loss: 2.2246e-02 | BC: 5.0045e-03 | PDE: 1.7242e+03 | Val: 2.7638e-03 | Test: 2.4528e-01 | LR=1.0e-03 *
Epoch   6/100 | Steps:   6000 | α=1e-05 | Loss: 2.1115e-02 | BC: 4.4499e-03 | PDE: 1.6665e+03 | Val: 6.3757e-03 | Test: 1.7231e-01 | LR=9.9e-04
Epoch   7/100 | Steps:   7000 | α=1e-05 | Loss: 2.1789e-02 | BC: 5.2763e-03 | PDE: 1.6512e+03 | Val: 7.6128e-03 | Test: 1.8310e-01 | LR=9.9e-04
Epoch   8/100 | Steps:   8000 | α=1e-05 | Loss: 2.5228e-02 | BC: 6.1471e-03 | PDE: 1.9081e+03 | Val: 3.0326e-03 | Test: 2.0908e-01 | LR=9.9e-04
Epoch   9/100 | Steps:   9000 | α=1e-05 | Loss: 2.5373e-02 | BC: 5.6683e-03 | PDE: 1.9704e+03 | Val: 6.4578e-03 | Test: 1.5147e-01 | LR=9.8e-04

>>> Alpha increased: 1e-05 → 1e-04 (BC=6.9352e-03) <<<
