
============================================================
p-Laplacian Aronsson Example
============================================================

Generated full domain data:
  Boundary points: 40,000
  Interior points: 1,000,000
  Test points: 10,000
Re-sampling enabled: ~1,000,000 interior points per epoch

Splitting data: 80% train, 20% validation
  BC: 32,000 train, 8,000 val
  Interior: 800,000 train, 200,000 val

Model: PLaplacianPINN on Square [-1,1]²
  Hidden layers: [128, 128, 128, 128], activation: tanh
  η=0.0, clip_residual=10.0, clip_grad_norm=1.0
  Outlier removal: top 2.0%
  Parameters: 50,049

Training configuration:
  Boundary points (train): 32,000 -> 80 batches of 400
  Interior points (train): 1,000,000 -> 1000 batches of 1000
  Interior sampling: RE-SAMPLE each epoch
  Boundary points (val): 8,000
  Validation loss: BC only
  Steps per epoch: 1,000
  Total steps: 100,000
  Epochs: 100
  Loss balancing: AlphaPlateauScheduler
  LR scheduler: cosine (LR: 1.0e-03 -> 1.0e-05)

/usr/local/lib/python3.12/dist-packages/torch/autograd/graph.py:824: UserWarning: Attempting to run cuBLAS, but there was no current CUDA context! Attempting to set the primary context... (Triggered internally at /opt/pytorch/pytorch/aten/src/ATen/cuda/CublasHandlePool.cpp:181.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch   1/100 | Steps:   1000 | α=1e-05 | Loss: 2.3123e-02 | BC: 2.2368e-02 | PDE: 7.5507e+01 | Val: 2.5909e-04 | Test: 5.7111e-02 | LR=1.0e-03 *
Epoch   2/100 | Steps:   2000 | α=1e-05 | Loss: 1.1914e-03 | BC: 3.9084e-04 | PDE: 8.0056e+01 | Val: 2.9577e-04 | Test: 7.9097e-02 | LR=1.0e-03
Epoch   3/100 | Steps:   3000 | α=1e-05 | Loss: 1.0899e-03 | BC: 2.9704e-04 | PDE: 7.9285e+01 | Val: 2.3659e-04 | Test: 8.2699e-02 | LR=1.0e-03 *
Epoch   4/100 | Steps:   4000 | α=1e-05 | Loss: 9.7627e-04 | BC: 2.1945e-04 | PDE: 7.5681e+01 | Val: 1.6468e-04 | Test: 8.4017e-02 | LR=1.0e-03 *
Epoch   5/100 | Steps:   5000 | α=1e-05 | Loss: 9.0564e-04 | BC: 2.2988e-04 | PDE: 6.7576e+01 | Val: 1.5904e-04 | Test: 7.9232e-02 | LR=1.0e-03 *
Epoch   6/100 | Steps:   6000 | α=1e-05 | Loss: 8.6716e-04 | BC: 2.4570e-04 | PDE: 6.2146e+01 | Val: 4.9694e-05 | Test: 9.5446e-02 | LR=9.9e-04 *
Epoch   7/100 | Steps:   7000 | α=1e-05 | Loss: 7.6406e-04 | BC: 1.7115e-04 | PDE: 5.9291e+01 | Val: 1.5791e-04 | Test: 1.0803e-01 | LR=9.9e-04
Epoch   8/100 | Steps:   8000 | α=1e-05 | Loss: 7.9307e-04 | BC: 2.4127e-04 | PDE: 5.5179e+01 | Val: 1.4684e-04 | Test: 1.0750e-01 | LR=9.9e-04
Epoch   9/100 | Steps:   9000 | α=1e-05 | Loss: 7.8419e-04 | BC: 2.1864e-04 | PDE: 5.6556e+01 | Val: 7.2334e-05 | Test: 1.0974e-01 | LR=9.8e-04
Epoch  10/100 | Steps:  10000 | α=1e-05 | Loss: 7.0988e-04 | BC: 1.8083e-04 | PDE: 5.2905e+01 | Val: 1.1881e-04 | Test: 1.3520e-01 | LR=9.8e-04
Epoch  11/100 | Steps:  11000 | α=1e-05 | Loss: 7.8288e-04 | BC: 2.6986e-04 | PDE: 5.1302e+01 | Val: 6.0527e-05 | Test: 1.0333e-01 | LR=9.8e-04
