
============================================================
Running Example: absolute
============================================================

Generated full domain data:
  Boundary points: 40,000
  Interior points: 1,000,000
  Test points: 10,000
Re-sampling enabled: ~1,000,000 interior points per epoch

Splitting data: 80% train, 20% validation
  BC: 32,000 train, 8,000 val
  Interior: 800,000 train, 200,000 val

Model: DomainDecompositionPINN
  Hidden layers: [64, 64, 64, 64]
  Activation: tanh
  η: 1e-05 (normalized)
  Residual clipping: [-10.0, 10.0]
  Outlier removal: top 2.0%
  Parameters: 50,948

Training configuration:
  Boundary points (train): 32,000 -> 80 batches of 400
  Interior points (train): 1,000,000 -> 1000 batches of 1000
  Interior sampling: RE-SAMPLE each epoch
  Boundary points (val): 8,000
  Validation loss: BC only
  Steps per epoch: 1,000
  Total steps: 100,000
  Epochs: 100
  Loss balancing: AlphaPlateauScheduler
  LR scheduler: cosine (LR: 1.0e-03 -> 1.0e-05)

/usr/local/lib/python3.12/dist-packages/torch/autograd/graph.py:824: UserWarning: Attempting to run cuBLAS, but there was no current CUDA context! Attempting to set the primary context... (Triggered internally at /opt/pytorch/pytorch/aten/src/ATen/cuda/CublasHandlePool.cpp:181.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Epoch   1/100 | Steps:   1000 | α=1e-05 | Loss: 2.1679e-03 | BC: 1.7848e-03 | PDE: 1.2839e-01 | Intf: 3.8178e-04 | Val: 1.6220e-04 | Test: 4.4215e-04 | LR=1.0e-03 *
Epoch   2/100 | Steps:   2000 | α=1e-05 | Loss: 4.9872e-04 | BC: 2.5327e-04 | PDE: 1.3154e-01 | Intf: 2.4413e-04 | Val: 8.5899e-04 | Test: 8.1709e-04 | LR=1.0e-03
Epoch   3/100 | Steps:   3000 | α=1e-05 | Loss: 4.2815e-04 | BC: 2.3144e-04 | PDE: 1.4399e-01 | Intf: 1.9527e-04 | Val: 2.2478e-04 | Test: 4.5211e-04 | LR=1.0e-03
Epoch   4/100 | Steps:   4000 | α=1e-05 | Loss: 1.1970e-03 | BC: 5.8202e-04 | PDE: 1.7562e-01 | Intf: 6.1325e-04 | Val: 1.3879e-05 | Test: 4.1697e-04 | LR=1.0e-03 *
Epoch   5/100 | Steps:   5000 | α=1e-05 | Loss: 1.3363e-04 | BC: 9.8576e-05 | PDE: 1.6828e-01 | Intf: 3.3375e-05 | Val: 3.3643e-05 | Test: 4.4980e-04 | LR=1.0e-03
Epoch   6/100 | Steps:   6000 | α=1e-05 | Loss: 2.6240e-04 | BC: 1.5435e-04 | PDE: 1.7991e-01 | Intf: 1.0626e-04 | Val: 1.2588e-04 | Test: 4.7044e-04 | LR=9.9e-04
Epoch   7/100 | Steps:   7000 | α=1e-05 | Loss: 2.9392e-04 | BC: 1.6340e-04 | PDE: 1.9299e-01 | Intf: 1.2859e-04 | Val: 2.4054e-03 | Test: 1.9331e-03 | LR=9.9e-04
Epoch   8/100 | Steps:   8000 | α=1e-05 | Loss: 2.7135e-04 | BC: 1.6003e-04 | PDE: 2.0310e-01 | Intf: 1.0928e-04 | Val: 4.2897e-05 | Test: 5.1663e-04 | LR=9.9e-04
Epoch   9/100 | Steps:   9000 | α=1e-05 | Loss: 1.3483e-03 | BC: 7.5384e-04 | PDE: 2.4381e-01 | Intf: 5.9203e-04 | Val: 2.6992e-05 | Test: 5.7865e-04 | LR=9.8e-04
Epoch  10/100 | Steps:  10000 | α=1e-05 | Loss: 2.3909e-05 | BC: 2.0874e-05 | PDE: 2.4772e-01 | Intf: 5.5743e-07 | Val: 2.0443e-05 | Test: 6.3167e-04 | LR=9.8e-04
Epoch  11/100 | Steps:  11000 | α=1e-05 | Loss: 1.2672e-04 | BC: 8.3021e-05 | PDE: 2.2895e-01 | Intf: 4.1409e-05 | Val: 4.0914e-05 | Test: 5.9571e-04 | LR=9.8e-04
Epoch  12/100 | Steps:  12000 | α=1e-05 | Loss: 1.8208e-04 | BC: 1.1298e-04 | PDE: 2.3633e-01 | Intf: 6.6739e-05 | Val: 5.6037e-05 | Test: 5.9435e-04 | LR=9.7e-04
