p,is_training_p,mse_exact,relative_l2_exact,max_abs_exact,boundary_mse,mse_limit,exact_to_limit_mse
190.0,1,9.569070158477189e-08,0.0007617450319230556,0.0182686448097229,1.407976526479615e-07,5.872288511454826e-06,5.875950591871515e-06
191.0,0,9.583731497286863e-08,0.0007623047567903996,0.018277287483215332,1.4040293194739206e-07,5.806304216093849e-06,5.8143382375419606e-06
192.0,0,9.599766315204761e-08,0.0007629190222360194,0.018285512924194336,1.3999652992424672e-07,5.7407287386013195e-06,5.753980076406151e-06
193.0,0,9.615861529255199e-08,0.0007635351503267884,0.01829427480697632,1.3958742783870548e-07,5.676612545357784e-06,5.694243554899003e-06
194.0,0,9.633351538695933e-08,0.0007642064010724425,0.0183027982711792,1.3918845809257618e-07,5.61293791179196e-06,5.635720299324021e-06
195.0,1,9.651910914953987e-08,0.0007649195613339543,0.01831132173538208,1.3877064475309453e-07,5.549834440898849e-06,5.57793146072072e-06
196.0,0,9.671064304939136e-08,0.000765655655413866,0.018320024013519287,1.3835057188771316e-07,5.48791194887599e-06,5.5209889069374185e-06
197.0,0,9.69115205862181e-08,0.0007664281874895096,0.018328726291656494,1.3793847131182702e-07,5.426761617854936e-06,5.4649985941068735e-06
198.0,0,9.712277204698694e-08,0.0007672410574741662,0.018337547779083252,1.3752361383012612e-07,5.366360255720792e-06,5.4098331929708365e-06
199.0,0,9.734462480537331e-08,0.0007680949638597667,0.01834636926651001,1.3710561574953317e-07,5.306692855810979e-06,5.355476787372027e-06
