p,is_training_p,mse_exact,relative_l2_exact,max_abs_exact,boundary_mse,mse_limit,exact_to_limit_mse
250.0,1,1.2989232800464379e-07,0.0008862422546371818,0.018911421298980713,1.2964773077328573e-07,3.0428648187807994e-06,3.3908306704688584e-06
300.0,1,2.1585545084690239e-07,0.0011416125344112515,0.01977163553237915,1.7492196491275536e-07,1.788388317436329e-06,2.3536235858045984e-06
400.0,1,5.356282031243609e-07,0.0017966567538678646,0.02241617441177368,2.3538994753380393e-07,6.45587306280504e-07,1.3231662023827084e-06
500.0,1,1.1786015647885506e-06,0.002663636114448309,0.025744915008544922,2.775212237793312e-07,4.779522555509175e-07,8.464771212857158e-07
